"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2010",48589.523,
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2011",50935.136,
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2012",52544.292,
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2013",56356.42,
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2014",58050.059,
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2015",59697.374,
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2017",61704.79,
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2018",62310.43,
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2019",64280.26,
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2020",66436.389,
"AUS","TEACHERSALARY","PRY15YREXP","USD","A","2021",68607.626,
"AUS","TEACHERSALARY","PRY_START","USD","A","2017",41798.387,
"AUS","TEACHERSALARY","PRY_START","USD","A","2018",44286.526,
"AUS","TEACHERSALARY","PRY_START","USD","A","2019",45216.448,
"AUS","TEACHERSALARY","PRY_START","USD","A","2020",45682.826,
"AUS","TEACHERSALARY","PRY_START","USD","A","2021",46988.4,
"AUS","TEACHERSALARY","PRY_TOP","USD","A","2017",59568.043,
"AUS","TEACHERSALARY","PRY_TOP","USD","A","2018",65420.746,
"AUS","TEACHERSALARY","PRY_TOP","USD","A","2019",66977.507,
"AUS","TEACHERSALARY","PRY_TOP","USD","A","2020",67081.282,
"AUS","TEACHERSALARY","PRY_TOP","USD","A","2021",74335.14,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2010",41299.843,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2011",42038.844,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2012",42953.632,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2013",43663.011,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2014",44379.69,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2015",45075.186,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2016",49904.383,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2017",51062.9729999999,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2018",52130.764,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2019",53305.363,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2020",56553.25,
"AUT","TEACHERSALARY","PRY15YREXP","USD","A","2021",57637.638,
"AUT","TEACHERSALARY","PRY_START","USD","A","2017",40548.155,
"AUT","TEACHERSALARY","PRY_START","USD","A","2018",42701.927,
"AUT","TEACHERSALARY","PRY_START","USD","A","2019",45028.96,
"AUT","TEACHERSALARY","PRY_START","USD","A","2020",45892.477,
"AUT","TEACHERSALARY","PRY_START","USD","A","2021",47995.254,
"AUT","TEACHERSALARY","PRY_TOP","USD","A","2017",73501.362,
"AUT","TEACHERSALARY","PRY_TOP","USD","A","2018",76160.482,
"AUT","TEACHERSALARY","PRY_TOP","USD","A","2019",79202.335,
"AUT","TEACHERSALARY","PRY_TOP","USD","A","2020",80386.024,
"AUT","TEACHERSALARY","PRY_TOP","USD","A","2021",83891.659,
"CAN","TEACHERSALARY","PRY15YREXP","USD","A","2013",66580.67,
"CAN","TEACHERSALARY","PRY15YREXP","USD","A","2014",64778.47,
"CAN","TEACHERSALARY","PRY15YREXP","USD","A","2015",65774.283,
"CAN","TEACHERSALARY","PRY15YREXP","USD","A","2016",66441.558,
"CAN","TEACHERSALARY","PRY15YREXP","USD","A","2017",68286.94,
"CAN","TEACHERSALARY","PRY15YREXP","USD","A","2018",69659.752,
"CAN","TEACHERSALARY","PRY15YREXP","USD","A","2019",69891.579,
"CAN","TEACHERSALARY","PRY15YREXP","USD","A","2020",70352.799,
"CAN","TEACHERSALARY","PRY15YREXP","USD","A","2021",70331.063,
"CAN","TEACHERSALARY","PRY_START","USD","A","2017",39221.952,
"CAN","TEACHERSALARY","PRY_START","USD","A","2018",39936.929,
"CAN","TEACHERSALARY","PRY_START","USD","A","2019",40504.246,
"CAN","TEACHERSALARY","PRY_START","USD","A","2020",40304.801,
"CAN","TEACHERSALARY","PRY_START","USD","A","2021",40721.503,
"CAN","TEACHERSALARY","PRY_TOP","USD","A","2017",65473.842,
"CAN","TEACHERSALARY","PRY_TOP","USD","A","2018",67301.229,
"CAN","TEACHERSALARY","PRY_TOP","USD","A","2019",70697.524,
"CAN","TEACHERSALARY","PRY_TOP","USD","A","2020",71663.569,
"CAN","TEACHERSALARY","PRY_TOP","USD","A","2021",70331.063,
"CZE","TEACHERSALARY","PRY15YREXP","USD","A","2013",18383.541,
"CZE","TEACHERSALARY","PRY15YREXP","USD","A","2014",18856.368,
"CZE","TEACHERSALARY","PRY15YREXP","USD","A","2015",19361.859,
"CZE","TEACHERSALARY","PRY15YREXP","USD","A","2016",19895.078,
"CZE","TEACHERSALARY","PRY15YREXP","USD","A","2017",21557.685,
"CZE","TEACHERSALARY","PRY15YREXP","USD","A","2018",24093.694,
"CZE","TEACHERSALARY","PRY15YREXP","USD","A","2019",25842.287,
"CZE","TEACHERSALARY","PRY15YREXP","USD","A","2020",26993.939,
"CZE","TEACHERSALARY","PRY15YREXP","USD","A","2021",28453.071,
"CZE","TEACHERSALARY","PRY_START","USD","A","2017",18943.864,
"CZE","TEACHERSALARY","PRY_START","USD","A","2018",21854.295,
"CZE","TEACHERSALARY","PRY_START","USD","A","2019",23756.811,
"CZE","TEACHERSALARY","PRY_START","USD","A","2020",25388.869,
"CZE","TEACHERSALARY","PRY_START","USD","A","2021",25615.87,
"CZE","TEACHERSALARY","PRY_TOP","USD","A","2017",24784.896,
"CZE","TEACHERSALARY","PRY_TOP","USD","A","2018",28678.364,
"CZE","TEACHERSALARY","PRY_TOP","USD","A","2019",31159.296,
"CZE","TEACHERSALARY","PRY_TOP","USD","A","2020",33259.419,
"CZE","TEACHERSALARY","PRY_TOP","USD","A","2021",33560.032,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2010",50912.989,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2011",51201.411,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2012",51177.081,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2013",53190.117,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2014",53848.034,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2015",55490.309,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2016",52006.919,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2017",53623.385,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2018",57873.89,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2019",57421.82,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2020",61221.23,
"DNK","TEACHERSALARY","PRY15YREXP","USD","A","2021",62300.584,
"DNK","TEACHERSALARY","PRY_START","USD","A","2017",44918.739,
"DNK","TEACHERSALARY","PRY_START","USD","A","2018",48988.537,
"DNK","TEACHERSALARY","PRY_START","USD","A","2019",50271.149,
"DNK","TEACHERSALARY","PRY_START","USD","A","2020",52292.571,
"DNK","TEACHERSALARY","PRY_START","USD","A","2021",54130.375,
"DNK","TEACHERSALARY","PRY_TOP","USD","A","2017",51505.838,
"DNK","TEACHERSALARY","PRY_TOP","USD","A","2018",57206.422,
"DNK","TEACHERSALARY","PRY_TOP","USD","A","2019",57858.889,
"DNK","TEACHERSALARY","PRY_TOP","USD","A","2020",60185.311,
"DNK","TEACHERSALARY","PRY_TOP","USD","A","2021",62300.584,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2010",38463.225,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2011",39150.072,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2012",39556.217,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2013",39918.747,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2014",40394.304,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2015",40626.055,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2016",41389.074,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2017",42285.572,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2018",42714.534,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2019",43054.728,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2020",44257.367,
"FIN","TEACHERSALARY","PRY15YREXP","USD","A","2021",45771.798,
"FIN","TEACHERSALARY","PRY_START","USD","A","2017",33408.363,
"FIN","TEACHERSALARY","PRY_START","USD","A","2018",33915.763,
"FIN","TEACHERSALARY","PRY_START","USD","A","2019",35187.097,
"FIN","TEACHERSALARY","PRY_START","USD","A","2020",35864.972,
"FIN","TEACHERSALARY","PRY_START","USD","A","2021",37072.952,
"FIN","TEACHERSALARY","PRY_TOP","USD","A","2017",43450.609,
"FIN","TEACHERSALARY","PRY_TOP","USD","A","2018",44711.211,
"FIN","TEACHERSALARY","PRY_TOP","USD","A","2019",45945.43,
"FIN","TEACHERSALARY","PRY_TOP","USD","A","2020",46830.562,
"FIN","TEACHERSALARY","PRY_TOP","USD","A","2021",48518.106,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2010",32790.533,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2011",33417.234,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2012",33620.931,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2013",34036.004,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2014",35035.317,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2015",34815.826,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2016",35100.041,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2017",37331.42,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2018",37729.018,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2019",37904.865,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2020",39599.306,
"FRA","TEACHERSALARY","PRY15YREXP","USD","A","2021",40042.831,
"FRA","TEACHERSALARY","PRY_START","USD","A","2017",29515.543,
"FRA","TEACHERSALARY","PRY_START","USD","A","2018",30871.92,
"FRA","TEACHERSALARY","PRY_START","USD","A","2019",31299.628,
"FRA","TEACHERSALARY","PRY_START","USD","A","2020",31803.029,
"FRA","TEACHERSALARY","PRY_START","USD","A","2021",32618.998,
"FRA","TEACHERSALARY","PRY_TOP","USD","A","2017",52373.929,
"FRA","TEACHERSALARY","PRY_TOP","USD","A","2018",54502.623,
"FRA","TEACHERSALARY","PRY_TOP","USD","A","2019",55085.791,
"FRA","TEACHERSALARY","PRY_TOP","USD","A","2020",56008.901,
"FRA","TEACHERSALARY","PRY_TOP","USD","A","2021",57884.783,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2010",55491.998,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2011",58931.181,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2012",61378.578,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2013",62752.414,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2014",64911.839,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2015",68098.438,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2016",70129.093,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2017",73156.238,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2018",75732.337,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2019",77430.861,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2020",81628.012,
"DEU","TEACHERSALARY","PRY15YREXP","USD","A","2021",85048.848,
"DEU","TEACHERSALARY","PRY_START","USD","A","2017",56534.695,
"DEU","TEACHERSALARY","PRY_START","USD","A","2018",60507.168,
"DEU","TEACHERSALARY","PRY_START","USD","A","2019",63256.612,
"DEU","TEACHERSALARY","PRY_START","USD","A","2020",65475.236,
"DEU","TEACHERSALARY","PRY_START","USD","A","2021",69599.171,
"DEU","TEACHERSALARY","PRY_TOP","USD","A","2017",75001.617,
"DEU","TEACHERSALARY","PRY_TOP","USD","A","2018",79354.665,
"DEU","TEACHERSALARY","PRY_TOP","USD","A","2019",83177.903,
"DEU","TEACHERSALARY","PRY_TOP","USD","A","2020",86171.326,
"DEU","TEACHERSALARY","PRY_TOP","USD","A","2021",90969.789,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2010",32162.039,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2011",28213.279,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2012",26132.856,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2013",25717.363,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2014",25027.511,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2015",25637.476,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2016",26236.139,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2017",26794.748,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2018",26734.083,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2019",26538.686,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2020",27026.143,
"GRC","TEACHERSALARY","PRY15YREXP","USD","A","2021",27026.143,
"GRC","TEACHERSALARY","PRY_START","USD","A","2017",19374.298,
"GRC","TEACHERSALARY","PRY_START","USD","A","2018",19825.378,
"GRC","TEACHERSALARY","PRY_START","USD","A","2019",20456.813,
"GRC","TEACHERSALARY","PRY_START","USD","A","2020",20643.405,
"GRC","TEACHERSALARY","PRY_START","USD","A","2021",20409.784,
"GRC","TEACHERSALARY","PRY_TOP","USD","A","2017",37698.859,
"GRC","TEACHERSALARY","PRY_TOP","USD","A","2018",38803.518,
"GRC","TEACHERSALARY","PRY_TOP","USD","A","2019",40301.669,
"GRC","TEACHERSALARY","PRY_TOP","USD","A","2020",40719.684,
"GRC","TEACHERSALARY","PRY_TOP","USD","A","2021",40258.86,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2010",13343.381,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2011",13527.385,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2012",13358.203,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2013",13185.788,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2014",19551.972,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2015",19761.129,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2016",20259.107,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2017",20592.844,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2018",20592.799,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2019",19859.928,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2020",18758.969,
"HUN","TEACHERSALARY","PRY15YREXP","USD","A","2021",20634.866,
"HUN","TEACHERSALARY","PRY_START","USD","A","2017",14226.932,
"HUN","TEACHERSALARY","PRY_START","USD","A","2018",14544.603,
"HUN","TEACHERSALARY","PRY_START","USD","A","2019",15376.532,
"HUN","TEACHERSALARY","PRY_START","USD","A","2020",15812.869,
"HUN","TEACHERSALARY","PRY_START","USD","A","2021",17058.436,
"HUN","TEACHERSALARY","PRY_TOP","USD","A","2017",27031.17,
"HUN","TEACHERSALARY","PRY_TOP","USD","A","2018",27634.746,
"HUN","TEACHERSALARY","PRY_TOP","USD","A","2019",29533.586,
"HUN","TEACHERSALARY","PRY_TOP","USD","A","2020",28121.904,
"HUN","TEACHERSALARY","PRY_TOP","USD","A","2021",29173.431,
"ISL","TEACHERSALARY","PRY15YREXP","USD","A","2010",30799.879,
"ISL","TEACHERSALARY","PRY15YREXP","USD","A","2011",30174.685,
"ISL","TEACHERSALARY","PRY15YREXP","USD","A","2012",30165.51,
"ISL","TEACHERSALARY","PRY15YREXP","USD","A","2013",30527.751,
"ISL","TEACHERSALARY","PRY15YREXP","USD","A","2016",36150.68,
"ISL","TEACHERSALARY","PRY15YREXP","USD","A","2017",40178.254,
"ISL","TEACHERSALARY","PRY15YREXP","USD","A","2018",41379.453,
"ISL","TEACHERSALARY","PRY15YREXP","USD","A","2019",40666.899,
"ISL","TEACHERSALARY","PRY15YREXP","USD","A","2020",41203.313,
"ISL","TEACHERSALARY","PRY15YREXP","USD","A","2021",45371.405,
"ISL","TEACHERSALARY","PRY_START","USD","A","2017",35755.895,
"ISL","TEACHERSALARY","PRY_START","USD","A","2018",38335.843,
"ISL","TEACHERSALARY","PRY_START","USD","A","2019",39881.286,
"ISL","TEACHERSALARY","PRY_START","USD","A","2020",38261.492,
"ISL","TEACHERSALARY","PRY_START","USD","A","2021",42592.959,
"ISL","TEACHERSALARY","PRY_TOP","USD","A","2017",39477.21,
"ISL","TEACHERSALARY","PRY_TOP","USD","A","2018",42368.452,
"ISL","TEACHERSALARY","PRY_TOP","USD","A","2019",44263.75,
"ISL","TEACHERSALARY","PRY_TOP","USD","A","2020",42465.96,
"ISL","TEACHERSALARY","PRY_TOP","USD","A","2021",46451.046,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2010",57866.618,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2011",59623.125,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2012",59634.803,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2013",59422.517,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2014",58686.622,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2015",57720.624,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2016",58156.591,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2017",60353.632,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2018",61118.916,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2019",60753.368,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2020",60959.789,
"IRL","TEACHERSALARY","PRY15YREXP","USD","A","2021",62336.668,
"IRL","TEACHERSALARY","PRY_START","USD","A","2017",33961.851,
"IRL","TEACHERSALARY","PRY_START","USD","A","2018",36552.601,
"IRL","TEACHERSALARY","PRY_START","USD","A","2019",36966.278,
"IRL","TEACHERSALARY","PRY_START","USD","A","2020",37096.34,
"IRL","TEACHERSALARY","PRY_START","USD","A","2021",37016.632,
"IRL","TEACHERSALARY","PRY_TOP","USD","A","2017",68712.321,
"IRL","TEACHERSALARY","PRY_TOP","USD","A","2018",70967.427,
"IRL","TEACHERSALARY","PRY_TOP","USD","A","2019",71695.321,
"IRL","TEACHERSALARY","PRY_TOP","USD","A","2020",71821.518,
"IRL","TEACHERSALARY","PRY_TOP","USD","A","2021",71899.199,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2010",33420.425,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2011",33998.096,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2012",33779.423,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2013",33778.005,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2014",33856.12,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2015",33671.581,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2016",34486.751,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2017",35609.733,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2018",37023.753,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2019",37862.564,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2020",39562.852,
"ITA","TEACHERSALARY","PRY15YREXP","USD","A","2021",39562.852,
"ITA","TEACHERSALARY","PRY_START","USD","A","2017",28513.779,
"ITA","TEACHERSALARY","PRY_START","USD","A","2018",30403.288,
"ITA","TEACHERSALARY","PRY_START","USD","A","2019",31312.526,
"ITA","TEACHERSALARY","PRY_START","USD","A","2020",32480.975,
"ITA","TEACHERSALARY","PRY_START","USD","A","2021",32963.495,
"ITA","TEACHERSALARY","PRY_TOP","USD","A","2017",41914.31,
"ITA","TEACHERSALARY","PRY_TOP","USD","A","2018",44468.224,
"ITA","TEACHERSALARY","PRY_TOP","USD","A","2019",45873.946,
"ITA","TEACHERSALARY","PRY_TOP","USD","A","2020",47287.2,
"ITA","TEACHERSALARY","PRY_TOP","USD","A","2021",47989.673,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2010",45148.122,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2011",46015.984,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2012",47699.04,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2013",49768.564,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2014",50571.887,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2015",50746.19,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2016",48979.024,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2017",47879.635,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2018",48412.444,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2019",48626.808,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2020",49514.172,
"JPN","TEACHERSALARY","PRY15YREXP","USD","A","2021",49355.557,
"JPN","TEACHERSALARY","PRY_START","USD","A","2017",30631.013,
"JPN","TEACHERSALARY","PRY_START","USD","A","2018",30560.438,
"JPN","TEACHERSALARY","PRY_START","USD","A","2019",29439.685,
"JPN","TEACHERSALARY","PRY_START","USD","A","2020",29897.573,
"JPN","TEACHERSALARY","PRY_START","USD","A","2021",29819.533,
"JPN","TEACHERSALARY","PRY_TOP","USD","A","2017",63968.606,
"JPN","TEACHERSALARY","PRY_TOP","USD","A","2018",63561.659,
"JPN","TEACHERSALARY","PRY_TOP","USD","A","2019",60791.721,
"JPN","TEACHERSALARY","PRY_TOP","USD","A","2020",61239.813,
"JPN","TEACHERSALARY","PRY_TOP","USD","A","2021",61066.597,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2010",46422.483,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2011",48585.204,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2012",50138.512,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2013",49832.056,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2014",48656.664,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2015",51598.363,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2016",53899.492,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2017",54721.819,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2018",55776.75,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2019",56480.951,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2020",59520.301,
"KOR","TEACHERSALARY","PRY15YREXP","USD","A","2021",60184.517,
"KOR","TEACHERSALARY","PRY_START","USD","A","2017",30395.087,
"KOR","TEACHERSALARY","PRY_START","USD","A","2018",32485.227,
"KOR","TEACHERSALARY","PRY_START","USD","A","2019",32110.875,
"KOR","TEACHERSALARY","PRY_START","USD","A","2020",33477.402,
"KOR","TEACHERSALARY","PRY_START","USD","A","2021",34122.839,
"KOR","TEACHERSALARY","PRY_TOP","USD","A","2017",84842.441,
"KOR","TEACHERSALARY","PRY_TOP","USD","A","2018",90910.959,
"KOR","TEACHERSALARY","PRY_TOP","USD","A","2019",90023.233,
"KOR","TEACHERSALARY","PRY_TOP","USD","A","2020",94108.434,
"KOR","TEACHERSALARY","PRY_TOP","USD","A","2021",95780.154,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2010",95811.942,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2011",95730.637,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2012",100738.7,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2013",103493.5,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2014",109951.03,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2015",109257.27,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2016",106362.06,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2017",106969.78,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2018",110934.74,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2019",103416.33,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2020",102288.92,
"LUX","TEACHERSALARY","PRY15YREXP","USD","A","2021",104845.61,
"LUX","TEACHERSALARY","PRY_START","USD","A","2017",70192.279,
"LUX","TEACHERSALARY","PRY_START","USD","A","2018",74400.12,
"LUX","TEACHERSALARY","PRY_START","USD","A","2019",70294.771,
"LUX","TEACHERSALARY","PRY_START","USD","A","2020",69424.656,
"LUX","TEACHERSALARY","PRY_START","USD","A","2021",71812.062,
"LUX","TEACHERSALARY","PRY_TOP","USD","A","2017",124035.51,
"LUX","TEACHERSALARY","PRY_TOP","USD","A","2018",131440.21,
"LUX","TEACHERSALARY","PRY_TOP","USD","A","2019",124187.43,
"LUX","TEACHERSALARY","PRY_TOP","USD","A","2020",122649.78,
"LUX","TEACHERSALARY","PRY_TOP","USD","A","2021",126867.98,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2010",24346.46,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2011",25542.248,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2012",25891.082,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2013",26720.199,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2014",28283.894,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2015",29051.784,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2016",32679.356,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2017",32707.102,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2018",32868.906,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2019",33671.811,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2020",34704.172,
"MEX","TEACHERSALARY","PRY15YREXP","USD","A","2021",34704.172,
"MEX","TEACHERSALARY","PRY_START","USD","A","2017",19893.435,
"MEX","TEACHERSALARY","PRY_START","USD","A","2018",20851.478,
"MEX","TEACHERSALARY","PRY_START","USD","A","2019",21533.529,
"MEX","TEACHERSALARY","PRY_START","USD","A","2020",21443.818,
"MEX","TEACHERSALARY","PRY_START","USD","A","2021",21948.301,
"MEX","TEACHERSALARY","PRY_TOP","USD","A","2017",39995.708,
"MEX","TEACHERSALARY","PRY_TOP","USD","A","2018",41692.507,
"MEX","TEACHERSALARY","PRY_TOP","USD","A","2019",42950.582,
"MEX","TEACHERSALARY","PRY_TOP","USD","A","2020",42704.384,
"MEX","TEACHERSALARY","PRY_TOP","USD","A","2021",43709.039,
"NLD","TEACHERSALARY","PRY15YREXP","USD","A","2013",54791.789,
"NLD","TEACHERSALARY","PRY15YREXP","USD","A","2014",54913.919,
"NLD","TEACHERSALARY","PRY15YREXP","USD","A","2015",55366.145,
"NLD","TEACHERSALARY","PRY15YREXP","USD","A","2016",58243.923,
"NLD","TEACHERSALARY","PRY15YREXP","USD","A","2017",59781.197,
"NLD","TEACHERSALARY","PRY15YREXP","USD","A","2018",64366.627,
"NLD","TEACHERSALARY","PRY15YREXP","USD","A","2019",64481.967,
"NLD","TEACHERSALARY","PRY15YREXP","USD","A","2020",72330.847,
"NLD","TEACHERSALARY","PRY15YREXP","USD","A","2021",70899.228,
"NLD","TEACHERSALARY","PRY_START","USD","A","2017",38922.469,
"NLD","TEACHERSALARY","PRY_START","USD","A","2018",42133.416,
